Sample in Buffer,Sample in Window,TRIGGER,design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Delay_X_1_muxed[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TData_stage_3[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TData_stage_2[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TData_stage_1[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TData_stage_4[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Prev_Delay_Y_1[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TID_stage_3[1:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TID_stage_3_prev[1:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TID_stage_2[1:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TID_stage_1[1:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Prev_Delay_X_2[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Prev_Delay_X_1[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Prev_Delay_Y_2[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Delay_Y_2_muxed[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Delay_Y_1_muxed[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Delay_X_2_muxed[23:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1574,1574,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1575,1575,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1576,1576,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1577,1577,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1578,1578,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1579,1579,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1580,1580,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1581,1581,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1582,1582,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1583,1583,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1584,1584,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1585,1585,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1586,1586,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1587,1587,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1588,1588,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1589,1589,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1590,1590,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1591,1591,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1592,1592,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1593,1593,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1594,1594,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1595,1595,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1596,1596,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1597,1597,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1598,1598,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1599,1599,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1600,1600,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1601,1601,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1602,1602,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1603,1603,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1604,1604,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1605,1605,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1606,1606,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1607,1607,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1608,1608,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1609,1609,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1610,1610,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1611,1611,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1612,1612,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1613,1613,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1614,1614,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1615,1615,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1616,1616,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1617,1617,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1618,1618,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1619,1619,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1620,1620,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1621,1621,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1622,1622,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1623,1623,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1624,1624,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1625,1625,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1626,1626,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1627,1627,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1628,1628,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1629,1629,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1630,1630,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1631,1631,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1632,1632,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1633,1633,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1634,1634,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1635,1635,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1636,1636,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1637,1637,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1638,1638,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1639,1639,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1640,1640,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1641,1641,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1642,1642,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1643,1643,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1644,1644,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1645,1645,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1646,1646,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1647,1647,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1648,1648,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1649,1649,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1650,1650,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1651,1651,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1652,1652,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1653,1653,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1654,1654,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1655,1655,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1656,1656,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1657,1657,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1658,1658,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1659,1659,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1660,1660,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1661,1661,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1662,1662,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1663,1663,0,1b6d84,19738f,1e3ffe,1af44e,000000,000000,1,0,0,1,21ad04,1cea90,000000,000000,000000,23c4e7
1664,1664,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1665,1665,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1666,1666,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1667,1667,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1668,1668,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1669,1669,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1670,1670,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1671,1671,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1672,1672,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1673,1673,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1674,1674,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1675,1675,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1676,1676,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1677,1677,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1678,1678,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1679,1679,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1680,1680,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1681,1681,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1682,1682,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1683,1683,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1684,1684,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1685,1685,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1686,1686,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1687,1687,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1688,1688,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1689,1689,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1690,1690,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1691,1691,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1692,1692,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1693,1693,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1694,1694,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1695,1695,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1696,1696,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1697,1697,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1698,1698,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1699,1699,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1700,1700,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1701,1701,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1702,1702,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1703,1703,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1704,1704,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1705,1705,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1706,1706,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1707,1707,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1708,1708,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1709,1709,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1710,1710,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1711,1711,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1712,1712,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1713,1713,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1714,1714,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1715,1715,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1716,1716,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1717,1717,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1718,1718,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1719,1719,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1720,1720,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1721,1721,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1722,1722,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1723,1723,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1724,1724,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1725,1725,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1726,1726,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1727,1727,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1728,1728,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1729,1729,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1730,1730,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1731,1731,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1732,1732,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1733,1733,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1734,1734,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1735,1735,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1736,1736,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1737,1737,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1738,1738,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1739,1739,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1740,1740,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1741,1741,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1742,1742,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1743,1743,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1744,1744,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1745,1745,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1746,1746,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1747,1747,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1748,1748,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1749,1749,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1750,1750,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1751,1751,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1752,1752,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1753,1753,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1754,1754,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1755,1755,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1756,1756,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1757,1757,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
1758,1758,0,1cea90,1e3ffe,1af44e,22dc1d,000000,000000,0,1,1,0,1b6d84,19738f,000000,000000,000000,21ad04
